year,geo,vehicle_type,origin_of_manufacture,sales,value
1995,Alberta,Passenger cars,"Total, overseas",Dollars,156378000
1995,Alberta,Passenger cars,"Total, overseas",Units,6107
1995,Alberta,"Total, new motor vehicles",North America,Dollars,2988991000
1995,Alberta,"Total, new motor vehicles",North America,Units,113672
1995,Alberta,"Total, new motor vehicles","Total, country of manufacture",Dollars,3217066000
1995,Alberta,"Total, new motor vehicles","Total, country of manufacture",Units,122244
1995,Alberta,"Total, new motor vehicles","Total, overseas",Dollars,228072000
1995,Alberta,"Total, new motor vehicles","Total, overseas",Units,8572
1995,Alberta,Trucks,North America,Dollars,2070056000
1995,Alberta,Trucks,North America,Units,69332
1995,Alberta,Trucks,"Total, country of manufacture",Dollars,2141750000
1995,Alberta,Trucks,"Total, country of manufacture",Units,71797
1995,Alberta,Trucks,"Total, overseas",Dollars,71693000
1995,Alberta,Trucks,"Total, overseas",Units,2465
1995,British Columbia and the Territories,Passenger cars,Japan,Dollars,200538000
1995,British Columbia and the Territories,Passenger cars,Japan,Units,8873
1995,British Columbia and the Territories,Passenger cars,North America,Dollars,1248192000
1995,British Columbia and the Territories,Passenger cars,North America,Units,59466
1995,British Columbia and the Territories,Passenger cars,Other countries,Dollars,255062000
1995,British Columbia and the Territories,Passenger cars,Other countries,Units,6665
1995,British Columbia and the Territories,Passenger cars,"Total, country of manufacture",Dollars,1703792000
1995,British Columbia and the Territories,Passenger cars,"Total, country of manufacture",Units,75004
1995,British Columbia and the Territories,Passenger cars,"Total, overseas",Dollars,455601000
1995,British Columbia and the Territories,Passenger cars,"Total, overseas",Units,15538
1995,British Columbia and the Territories,"Total, new motor vehicles",North America,Dollars,3124206000
1995,British Columbia and the Territories,"Total, new motor vehicles",North America,Units,125679
1995,British Columbia and the Territories,"Total, new motor vehicles","Total, country of manufacture",Dollars,3786050000
1995,British Columbia and the Territories,"Total, new motor vehicles","Total, country of manufacture",Units,148069
1995,British Columbia and the Territories,"Total, new motor vehicles","Total, overseas",Dollars,661844000
1995,British Columbia and the Territories,"Total, new motor vehicles","Total, overseas",Units,22390
1995,British Columbia and the Territories,Trucks,North America,Dollars,1876014000
1995,British Columbia and the Territories,Trucks,North America,Units,66213
1995,British Columbia and the Territories,Trucks,"Total, country of manufacture",Dollars,2082257000
1995,British Columbia and the Territories,Trucks,"Total, country of manufacture",Units,73065
1995,British Columbia and the Territories,Trucks,"Total, overseas",Dollars,206242000
1995,British Columbia and the Territories,Trucks,"Total, overseas",Units,6852
1995,Canada,Passenger cars,Japan,Dollars,1492451000
1995,Canada,Passenger cars,Japan,Units,71493
1995,Canada,Passenger cars,North America,Dollars,11070368000
1995,Canada,Passenger cars,North America,Units,553265
1995,Canada,Passenger cars,Other countries,Dollars,1319184000
1995,Canada,Passenger cars,Other countries,Units,45432
1995,Canada,Passenger cars,"Total, country of manufacture",Dollars,13882004000
1995,Canada,Passenger cars,"Total, country of manufacture",Units,670190
1995,Canada,Passenger cars,"Total, overseas",Dollars,2811634000
1995,Canada,Passenger cars,"Total, overseas",Units,116925
1995,Canada,"Total, new motor vehicles",North America,Dollars,24615349000
1995,Canada,"Total, new motor vehicles",North America,Units,1022855
1995,Canada,"Total, new motor vehicles","Total, country of manufacture",Dollars,28168806000
1995,Canada,"Total, new motor vehicles","Total, country of manufacture",Units,1166535
1995,Canada,"Total, new motor vehicles","Total, overseas",Dollars,3553459000
1995,Canada,"Total, new motor vehicles","Total, overseas",Units,143680
1995,Canada,Trucks,North America,Dollars,13544980000
1995,Canada,Trucks,North America,Units,469590
1995,Canada,Trucks,"Total, country of manufacture",Dollars,14286804000
1995,Canada,Trucks,"Total, country of manufacture",Units,496345
1995,Canada,Trucks,"Total, overseas",Dollars,741824000
1995,Canada,Trucks,"Total, overseas",Units,26755
1995,Manitoba,Passenger cars,Japan,Dollars,26513000
1995,Manitoba,Passenger cars,Japan,Units,1288
1995,Manitoba,Passenger cars,North America,Dollars,302645000
1995,Manitoba,Passenger cars,North America,Units,14930
1995,Manitoba,Passenger cars,Other countries,Dollars,16034000
1995,Manitoba,Passenger cars,Other countries,Units,578
1995,Manitoba,Passenger cars,"Total, country of manufacture",Dollars,345195000
1995,Manitoba,Passenger cars,"Total, country of manufacture",Units,16796
1995,Manitoba,Passenger cars,"Total, overseas",Dollars,42549000
1995,Manitoba,Passenger cars,"Total, overseas",Units,1866
1995,Manitoba,"Total, new motor vehicles",North America,Dollars,843256000
1995,Manitoba,"Total, new motor vehicles",North America,Units,33062
1995,Manitoba,"Total, new motor vehicles","Total, country of manufacture",Dollars,905084000
1995,Manitoba,"Total, new motor vehicles","Total, country of manufacture",Units,35614
1995,Manitoba,"Total, new motor vehicles","Total, overseas",Dollars,61828000
1995,Manitoba,"Total, new motor vehicles","Total, overseas",Units,2552
1995,Manitoba,Trucks,North America,Dollars,540611000
1995,Manitoba,Trucks,North America,Units,18132
1995,Manitoba,Trucks,"Total, country of manufacture",Dollars,559891000
1995,Manitoba,Trucks,"Total, country of manufacture",Units,18818
1995,Manitoba,Trucks,"Total, overseas",Dollars,19281000
1995,Manitoba,Trucks,"Total, overseas",Units,686
1995,New Brunswick,Passenger cars,Japan,Dollars,0
1995,New Brunswick,Passenger cars,Japan,Units,0
1995,New Brunswick,Passenger cars,North America,Dollars,283587000
1995,New Brunswick,Passenger cars,North America,Units,15097
1995,New Brunswick,Passenger cars,Other countries,Dollars,0
1995,New Brunswick,Passenger cars,Other countries,Units,0
1995,New Brunswick,Passenger cars,"Total, country of manufacture",Dollars,314183000
1995,New Brunswick,Passenger cars,"Total, country of manufacture",Units,16890
1995,New Brunswick,Passenger cars,"Total, overseas",Dollars,30596000
1995,New Brunswick,Passenger cars,"Total, overseas",Units,1793
1995,New Brunswick,"Total, new motor vehicles",North America,Dollars,657091000
1995,New Brunswick,"Total, new motor vehicles",North America,Units,27818
1995,New Brunswick,"Total, new motor vehicles","Total, country of manufacture",Dollars,700014000
1995,New Brunswick,"Total, new motor vehicles","Total, country of manufacture",Units,30098
1995,New Brunswick,"Total, new motor vehicles","Total, overseas",Dollars,42922000
1995,New Brunswick,"Total, new motor vehicles","Total, overseas",Units,2280
1995,New Brunswick,Trucks,North America,Dollars,373506000
1995,New Brunswick,Trucks,North America,Units,12721
1995,New Brunswick,Trucks,"Total, country of manufacture",Dollars,385833000
1995,New Brunswick,Trucks,"Total, country of manufacture",Units,13208
1995,New Brunswick,Trucks,"Total, overseas",Dollars,12325000
1995,New Brunswick,Trucks,"Total, overseas",Units,487
1995,Newfoundland and Labrador,Passenger cars,Japan,Dollars,16363000
1995,Newfoundland and Labrador,Passenger cars,Japan,Units,983
1995,Newfoundland and Labrador,Passenger cars,North America,Dollars,161893000
1995,Newfoundland and Labrador,Passenger cars,North America,Units,8925
1995,Newfoundland and Labrador,Passenger cars,Other countries,Dollars,10252000
1995,Newfoundland and Labrador,Passenger cars,Other countries,Units,656
1995,Newfoundland and Labrador,Passenger cars,"Total, country of manufacture",Dollars,188505000
1995,Newfoundland and Labrador,Passenger cars,"Total, country of manufacture",Units,10564
1995,Newfoundland and Labrador,Passenger cars,"Total, overseas",Dollars,26614000
1995,Newfoundland and Labrador,Passenger cars,"Total, overseas",Units,1639
1995,Newfoundland and Labrador,"Total, new motor vehicles",North America,Dollars,316318000
1995,Newfoundland and Labrador,"Total, new motor vehicles",North America,Units,15131
1995,Newfoundland and Labrador,"Total, new motor vehicles","Total, country of manufacture",Dollars,351550000
1995,Newfoundland and Labrador,"Total, new motor vehicles","Total, country of manufacture",Units,17112
1995,Newfoundland and Labrador,"Total, new motor vehicles","Total, overseas",Dollars,35233000
1995,Newfoundland and Labrador,"Total, new motor vehicles","Total, overseas",Units,1981
1995,Newfoundland and Labrador,Trucks,North America,Dollars,154425000
1995,Newfoundland and Labrador,Trucks,North America,Units,6206
1995,Newfoundland and Labrador,Trucks,"Total, country of manufacture",Dollars,163044000
1995,Newfoundland and Labrador,Trucks,"Total, country of manufacture",Units,6548
1995,Newfoundland and Labrador,Trucks,"Total, overseas",Dollars,8618000
1995,Newfoundland and Labrador,Trucks,"Total, overseas",Units,342
1995,Nova Scotia,Passenger cars,Japan,Dollars,41063000
1995,Nova Scotia,Passenger cars,Japan,Units,2134
1995,Nova Scotia,Passenger cars,North America,Dollars,310630000
1995,Nova Scotia,Passenger cars,North America,Units,16725
1995,Nova Scotia,Passenger cars,Other countries,Dollars,24498000
1995,Nova Scotia,Passenger cars,Other countries,Units,1417
1995,Nova Scotia,Passenger cars,"Total, country of manufacture",Dollars,376195000
1995,Nova Scotia,Passenger cars,"Total, country of manufacture",Units,20276
1995,Nova Scotia,Passenger cars,"Total, overseas",Dollars,65566000
1995,Nova Scotia,Passenger cars,"Total, overseas",Units,3551
1995,Nova Scotia,"Total, new motor vehicles",North America,Dollars,603010000
1995,Nova Scotia,"Total, new motor vehicles",North America,Units,27969
1995,Nova Scotia,"Total, new motor vehicles","Total, country of manufacture",Dollars,688821000
1995,Nova Scotia,"Total, new motor vehicles","Total, country of manufacture",Units,32325
1995,Nova Scotia,"Total, new motor vehicles","Total, overseas",Dollars,85813000
1995,Nova Scotia,"Total, new motor vehicles","Total, overseas",Units,4356
1995,Nova Scotia,Trucks,North America,Dollars,292379000
1995,Nova Scotia,Trucks,North America,Units,11244
1995,Nova Scotia,Trucks,"Total, country of manufacture",Dollars,312623000
1995,Nova Scotia,Trucks,"Total, country of manufacture",Units,12049
1995,Nova Scotia,Trucks,"Total, overseas",Dollars,20246000
1995,Nova Scotia,Trucks,"Total, overseas",Units,805
1995,Ontario,Passenger cars,Japan,Dollars,539378000
1995,Ontario,Passenger cars,Japan,Units,23219
1995,Ontario,Passenger cars,North America,Dollars,4716610000
1995,Ontario,Passenger cars,North America,Units,228737
1995,Ontario,Passenger cars,Other countries,Dollars,532822000
1995,Ontario,Passenger cars,Other countries,Units,15994
1995,Ontario,Passenger cars,"Total, country of manufacture",Dollars,5788806000
1995,Ontario,Passenger cars,"Total, country of manufacture",Units,267950
1995,Ontario,Passenger cars,"Total, overseas",Dollars,1072196000
1995,Ontario,Passenger cars,"Total, overseas",Units,39213
1995,Ontario,"Total, new motor vehicles",North America,Dollars,9813597000
1995,Ontario,"Total, new motor vehicles",North America,Units,405245
1995,Ontario,"Total, new motor vehicles","Total, country of manufacture",Dollars,11117425000
1995,Ontario,"Total, new motor vehicles","Total, country of manufacture",Units,452766
1995,Ontario,"Total, new motor vehicles","Total, overseas",Dollars,1303830000
1995,Ontario,"Total, new motor vehicles","Total, overseas",Units,47521
1995,Ontario,Trucks,North America,Dollars,5096988000
1995,Ontario,Trucks,North America,Units,176508
1995,Ontario,Trucks,"Total, country of manufacture",Dollars,5328621000
1995,Ontario,Trucks,"Total, country of manufacture",Units,184816
1995,Ontario,Trucks,"Total, overseas",Dollars,231632000
1995,Ontario,Trucks,"Total, overseas",Units,8308
1995,Prince Edward Island,Passenger cars,Japan,Dollars,0
1995,Prince Edward Island,Passenger cars,Japan,Units,0
1995,Prince Edward Island,Passenger cars,North America,Dollars,39779000
1995,Prince Edward Island,Passenger cars,North America,Units,2141
1995,Prince Edward Island,Passenger cars,Other countries,Dollars,0
1995,Prince Edward Island,Passenger cars,Other countries,Units,0
1995,Prince Edward Island,Passenger cars,"Total, country of manufacture",Dollars,46769000
1995,Prince Edward Island,Passenger cars,"Total, country of manufacture",Units,2614
1995,Prince Edward Island,Passenger cars,"Total, overseas",Dollars,6989000
1995,Prince Edward Island,Passenger cars,"Total, overseas",Units,473
1995,Prince Edward Island,"Total, new motor vehicles",North America,Dollars,76500000
1995,Prince Edward Island,"Total, new motor vehicles",North America,Units,3668
1995,Prince Edward Island,"Total, new motor vehicles","Total, country of manufacture",Dollars,85515000
1995,Prince Edward Island,"Total, new motor vehicles","Total, country of manufacture",Units,4223
1995,Prince Edward Island,"Total, new motor vehicles","Total, overseas",Dollars,9017000
1995,Prince Edward Island,"Total, new motor vehicles","Total, overseas",Units,555
1995,Prince Edward Island,Trucks,North America,Dollars,36718000
1995,Prince Edward Island,Trucks,North America,Units,1527
1995,Prince Edward Island,Trucks,"Total, country of manufacture",Dollars,38746000
1995,Prince Edward Island,Trucks,"Total, country of manufacture",Units,1609
1995,Prince Edward Island,Trucks,"Total, overseas",Dollars,2029000
1995,Prince Edward Island,Trucks,"Total, overseas",Units,82
1995,Quebec,Passenger cars,Japan,Dollars,541219000
1995,Quebec,Passenger cars,Japan,Units,28981
1995,Quebec,Passenger cars,North America,Dollars,2860607000
1995,Quebec,Passenger cars,North America,Units,151805
1995,Quebec,Passenger cars,Other countries,Dollars,385807000
1995,Quebec,Passenger cars,Other countries,Units,16555
1995,Quebec,Passenger cars,"Total, country of manufacture",Dollars,3787638000
1995,Quebec,Passenger cars,"Total, country of manufacture",Units,197341
1995,Quebec,Passenger cars,"Total, overseas",Dollars,927030000
1995,Quebec,Passenger cars,"Total, overseas",Units,45536
1995,Quebec,"Total, new motor vehicles",North America,Dollars,5433145000
1995,Quebec,"Total, new motor vehicles",North America,Units,241594
1995,Quebec,"Total, new motor vehicles","Total, country of manufacture",Dollars,6510186000
1995,Quebec,"Total, new motor vehicles","Total, country of manufacture",Units,293166
1995,Quebec,"Total, new motor vehicles","Total, overseas",Dollars,1077043000
1995,Quebec,"Total, new motor vehicles","Total, overseas",Units,51572
1995,Quebec,Trucks,North America,Dollars,2572534000
1995,Quebec,Trucks,North America,Units,89789
1995,Quebec,Trucks,"Total, country of manufacture",Dollars,2722549000
1995,Quebec,Trucks,"Total, country of manufacture",Units,95825
